region,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,is_price_outlier,price_bin,distance_to_region_center,region_encoded,host_experience_level,price_per_review
Santa Clara County,3177772,"Exquisite DT unit,walk to bus stops",42458,Emey,Mountain View,37.38389,-122.0841,Entire home/apt,142.0,30,17,2024-12-13,0.14,14,61,3,,False,Mid,18.241878024664167,2,Superhost,7.888888888888889
Santa Clara County,3215941,Large Comfortable Exec. 3 BR House,16287559,Sam,San Jose,37.40181,-121.84636,Entire home/apt,299.0,1,43,2017-10-06,0.33,1,175,0,,False,High,7.896580961616306,2,Newbie,6.795454545454546
Santa Clara County,3245647,HomeyCozy Room Los Gatos Home,12802818,Kee,Los Gatos,37.24648,-121.95959,Private room,77.0,2,11,2018-07-02,0.08,2,364,0,,False,Low,12.076898167594434,2,Intermediate,6.416666666666667
Santa Clara County,3272579,The Studio at Rose Manor | 5 mins to SJC Airport,14175116,Laura,San Jose,37.3443985,-121.9260025,Entire home/apt,116.0,30,142,2025-03-01,1.09,15,262,4,,False,Mid,3.5847561655938636,2,Superhost,0.8111888111888111
Santa Clara County,3299823,HackerHome - Downtown Mountain View: private room3,43806,Vic,Mountain View,37.39666,-122.0801,Private room,85.0,30,10,2023-09-12,0.08,26,365,0,,False,Low,18.352258200153738,2,Superhost,7.7272727272727275
Santa Clara County,3334410,"Gorgeous, comfortable two bedroom Suite",16835158,Steven,Palo Alto,37.43173,-122.15311,Entire home/apt,251.0,4,332,2025-02-05,2.55,1,145,21,,False,High,25.808506956081402,2,Newbie,0.7537537537537538
Santa Clara County,3339021,Studio Cottage in a Lovely Garden,1476312,David & Carrielynn,Mountain View,37.39252,-122.06464,Entire home/apt,99.0,2,437,2025-02-28,3.35,1,261,33,,False,Low,16.90927848694447,2,Newbie,0.22602739726027396
Santa Clara County,3344696,Cute & clean violet room,16882189,Cindy,San Jose,37.26835,-121.84965,Private room,39.0,2,183,2024-05-12,1.4,3,0,3,,False,Low,8.405603765922102,2,Intermediate,0.21195652173913043
Santa Clara County,3395770,Charming Ranch House,17133151,Stefan,Sunnyvale,37.39404,-122.0211,Entire home/apt,133.0,60,83,2025-02-01,0.64,1,220,2,,False,Mid,13.453432907197762,2,Newbie,1.5833333333333333
Santa Clara County,3440809,"Quiet room w/own entrance,bathroom micro + fridge",1526555,Katharine (Kathy),Mountain View,37.38561,-122.09514,Private room,58.0,2,196,2025-03-09,1.6,2,21,16,,False,Low,19.23441861948737,2,Intermediate,0.29441624365482233
Santa Clara County,3447088,"Charming home, Shasta-Hanchett Park, Central SJ",17075509,Ben,San Jose,37.32628,-121.91622,Entire home/apt,143.0,31,103,2025-01-20,0.8,2,157,10,,False,Mid,2.9632927590032616,2,Intermediate,1.375
Santa Clara County,3506115,"williams jewel at stanford, entire place, remodel",17651884,Ben,Palo Alto,37.42505,-122.14976,Entire home/apt,176.0,5,13,2020-03-30,0.2,1,139,0,,False,Mid,25.245848935924805,2,Newbie,12.571428571428571
Santa Clara County,3523285,HackerHome - Mountain View - dwtn 3,43806,Vic,Mountain View,37.39432,-122.08256,Shared room,32.0,30,25,2025-01-02,0.19,26,365,2,,False,Low,18.467308134259127,2,Superhost,1.2307692307692308
Santa Clara County,3544603,50's Craftsman in Downtown San Jose,14470232,Melonee,San Jose,37.34625,-121.89165,Entire home/apt,123.0,4,216,2024-10-07,1.73,1,59,5,,False,Mid,1.0114071843491126,2,Newbie,0.5668202764976958
Santa Clara County,3554692,Charming Retreat | Private Room in Silicon Valley,14175116,Laura,San Jose,37.34322,-121.926,Private room,86.0,7,5,2024-03-08,0.04,15,361,0,,False,Low,3.561777961048332,2,Superhost,14.333333333333334
Santa Clara County,3625959,"Convenient location, Private bathroom Master suite",3975652,Grace,Santa Clara,37.35493,-121.95815,Private room,139.0,3,1,2014-09-08,0.01,4,364,0,,False,Mid,6.631585553698101,2,Experienced,69.5
Santa Clara County,3654787,Palo Alto Garden Cottage,6958076,Lynette,Palo Alto,37.43081,-122.14919,Entire home/apt,140.0,3,270,2025-03-07,2.12,1,78,20,,False,Mid,25.449770637485084,2,Newbie,0.5166051660516605
Santa Clara County,3657216,Historic Downtown Mtn View Home,3967231,Anne And Mike,Mountain View,37.39215,-122.08223,Entire home/apt,300.0,1,85,2024-12-09,0.68,7,352,3,,False,High,18.360078783948563,2,Experienced,3.488372093023256
Santa Clara County,3667097,Large home w/central AC  near Kaiser/280/Lawrence,42458,Emey,Santa Clara,37.32942,-121.99618,Entire home/apt,186.0,1,26,2025-02-08,0.33,14,118,4,,False,Mid,9.78631402169821,2,Superhost,6.888888888888889
Santa Clara County,3689088,Bright and Airy 2BR/1bath Walk to DT and Caltrain,42458,Emey,Mountain View,37.38338,-122.08294,Entire home/apt,145.0,31,16,2021-03-20,0.13,14,216,0,,False,Mid,18.12750575575913,2,Superhost,8.529411764705882
Santa Clara County,3740130,BR with Own Bath by Mt. View,6065299,Vicky,Los Altos,37.39344,-122.10885,Private room,145.0,30,23,2019-07-24,0.18,1,173,0,,False,Mid,20.645522481891536,2,Newbie,6.041666666666667
Santa Clara County,3792482,Rustic Elegance Retreat!,19471112,Amy,Monte Sereno,37.24067,-121.98615,Private room,76.0,1,281,2025-03-02,2.18,1,155,31,,False,Low,13.98414670545194,2,Newbie,0.2695035460992908
Santa Clara County,3821482,The Bangalore House & Oasis @ SJC,19657745,Srini,San Jose,37.34036,-121.92688,Private room,92.0,1,11,2016-11-12,0.09,1,85,0,,False,Low,3.603963020197695,2,Newbie,7.666666666666667
Santa Clara County,3821766,Private Entry near Stanford & G00gle,6610193,Karen,Los Altos,37.39203,-122.10567,Entire home/apt,169.0,30,160,2019-10-28,1.26,2,179,0,,False,Mid,20.33034441866398,2,Intermediate,1.049689440993789
Santa Clara County,3869637,Luxury Townhouse MV 3BR/4BA,828473,Kunal,Mountain View,37.38475,-122.05746,Entire home/apt,350.0,31,48,2020-08-24,0.38,1,354,0,,False,High,16.018793518635377,2,Newbie,7.142857142857143
Santa Clara County,3938025,Spacious + Comfort + Pool + Location: Perfect Spot,2586169,Lorena,Santa Clara,37.39735,-121.95734,Entire home/apt,425.0,3,39,2024-05-19,0.31,2,365,1,,False,High,9.093685919975483,2,Intermediate,10.625
Santa Clara County,4015250,Mountain View Pied-a-Terre,20818900,Anita,Mountain View,37.38961,-122.09988,Entire home/apt,134.0,20,56,2024-08-26,0.44,1,235,3,,False,Mid,19.76173661218223,2,Newbie,2.3508771929824563
Santa Clara County,4052133,Co-Living #2~travelers on tight budget~Sunnyvale,2899101,Christina,Sunnyvale,37.38257,-122.01976,Private room,65.0,31,51,2024-08-10,0.4,71,138,1,2017-7717,False,Low,12.80771051897159,2,Superhost,1.25
Santa Clara County,4076753,Charming studio cottage in garden,21144987,Charisse,San Jose,37.29738,-121.97603,Private room,48.0,2,365,2025-01-02,2.92,1,59,14,,False,Low,9.15339781915113,2,Newbie,0.13114754098360656
Santa Clara County,4092562,Modern Retreat in the Heart of Silicon Valley,2586169,Lorena,Santa Clara,37.39651,-121.95792,Entire home/apt,404.0,2,37,2025-01-02,0.3,2,353,6,,False,High,9.062532051230148,2,Intermediate,10.631578947368421
Santa Clara County,4099330,Private Room #1 Downtown San Jose,17827419,Sean,San Jose,37.33696777460258,-121.88315559429404,Private room,39.0,1,482,2024-08-28,3.82,2,259,1,,False,Low,0.31039727968443276,2,Intermediate,0.08074534161490683
Santa Clara County,4113230,Sequoia Redwood Garden in Sunnyvale,21342686,Linda,Sunnyvale,37.38604,-122.04444,Private room,35.0,31,138,2025-03-03,1.08,2,216,3,,False,Low,14.981667135371094,2,Intermediate,0.2517985611510791
Santa Clara County,4143270,Amazing and comfortable full apt,13683210,Mark,Mountain View,37.40415,-122.0742,Entire home/apt,112.0,300,5,2015-01-26,0.04,1,365,0,,False,Mid,18.181991646166455,2,Newbie,18.666666666666668
Santa Clara County,4146085,Bright comfortable room,16882189,Cindy,San Jose,37.26992,-121.84926,Private room,41.0,5,116,2025-02-16,0.91,3,233,5,,False,Low,8.258854411685487,2,Intermediate,0.3504273504273504
Santa Clara County,4165799,Modern Suite w/ luxury bath @ San Jose/Los Gatos,3414129,Bei,San Jose,37.24961,-121.94892,Private room,66.0,1,107,2024-12-26,0.85,3,303,25,,False,Low,11.291462967471892,2,Intermediate,0.6111111111111112
Santa Clara County,4219465,Quiet room near Stanford,14987456,Beth,Palo Alto,37.4143,-122.1379,Private room,71.0,30,64,2024-05-18,0.51,1,269,1,,False,Low,23.83133495518099,2,Newbie,1.0923076923076922
Santa Clara County,4231492,Charming Los Gatos Cottage A,5304855,Chris,Los Gatos,37.22313,-121.96994,Entire home/apt,120.0,21,49,2024-12-13,0.39,3,255,4,,False,Mid,14.768629527064787,2,Intermediate,2.4
Santa Clara County,4262343,Exec Palo Alto Retreat w/ In Unit Laundry & Pool,1221388,Kari,Palo Alto,37.45203,-122.12739,Entire home/apt,115.0,40,50,2025-02-08,0.4,1,154,7,,False,Mid,24.806282528384514,2,Newbie,2.2549019607843137
Santa Clara County,4318893,"Spacious house 3 BR, 2.5 bath +pool prime location",22423482,Walter,San Jose,37.26287,-121.87476,Entire home/apt,149.0,30,17,2020-06-20,0.14,1,316,0,,False,Mid,8.422743582291995,2,Newbie,8.277777777777779
Santa Clara County,4325327,"Charming cottage w/lovely gardens, close to town",21144673,Lynn,Los Gatos,37.22565,-121.96759,Entire home/apt,73.0,10,94,2025-01-11,0.81,1,249,10,,False,Low,14.42211198732,2,Newbie,0.7684210526315789
Santa Clara County,4365909,"Nice, Clean, Cozy Room",21270439,Jian,San Jose,37.31649,-121.88601,Private room,43.0,2,49,2024-08-23,0.4,6,214,2,,False,Low,2.4095951083615823,2,Experienced,0.86
Santa Clara County,4365934,Sweet cute room in center San Jose,21270439,Jian,San Jose,37.31575,-121.88482,Private room,37.0,7,46,2024-06-30,0.4,6,101,2,,False,Low,2.4950362717878236,2,Experienced,0.7872340425531915
Santa Clara County,4369192,Co-Living #6~home share~budget stay~full bed,2899101,Christina,Sunnyvale,37.38422,-122.02,Private room,50.0,31,36,2024-04-28,0.31,71,173,1,2017-7717,False,Low,12.8986307417653,2,Superhost,1.3513513513513513
Santa Clara County,4378059,Iris House:  Sky room in dwntn Palo Alto/Stanford,7406543,Carina,Palo Alto,37.4445,-122.15265,Private room,97.0,20,126,2025-02-15,1.01,5,103,3,,False,Low,26.37221753395087,2,Experienced,0.7637795275590551
Santa Clara County,4397346,Modern & Spacious Guesthouse in Cupertino,22829434,Michelle,Cupertino,37.31706,-122.05677,Entire home/apt,110.0,7,54,2025-03-08,0.43,1,262,5,,False,Mid,15.289550523456366,2,Newbie,2.0
Santa Clara County,4412661,硅谷中心独立带卫生间客房,8292484,Jonathan Qiang,San Jose,37.31264,-121.98609,Private room,80.0,1,44,2024-04-19,0.44,1,178,1,,False,Low,9.288266473190665,2,Newbie,1.7777777777777777
Santa Clara County,4499856,Master Suite With Private Bathroom,23255514,Mira,Palo Alto,37.41648,-122.13074,Private room,138.0,2,47,2019-09-19,0.39,1,365,0,,False,Mid,23.32814505156577,2,Newbie,2.875
Santa Clara County,4502284,Beautiful and spacious home,23003478,Anne,Unincorporated Areas,37.34815,-122.0877,Entire home/apt,446.0,30,3,2017-07-10,0.03,1,31,0,,False,High,17.88019278690081,2,Newbie,111.5
Santa Clara County,4512404,2 BR/2 BA Downtown Palo Alto near Stanford,4382857,Farnaz & Mehdi,Palo Alto,37.44719,-122.15675,Entire home/apt,351.0,4,203,2025-02-19,1.61,10,75,20,,False,High,26.830310388305953,2,Experienced,1.7205882352941178
Santa Clara County,4559276,Second Floor Private Bedroom II,4961460,Peter,Palo Alto,37.40645,-122.12257,Private room,80.0,3,22,2019-10-06,0.18,3,197,0,,False,Low,22.256426814833574,2,Intermediate,3.4782608695652173
Santa Clara County,4580381,Elegant Cozy Palo Alto Suite,23742483,Lucia,Palo Alto,37.42736,-122.1462,Entire home/apt,145.0,3,429,2025-03-12,3.41,1,307,31,,False,Mid,25.054554187729288,2,Newbie,0.3372093023255814
Santa Clara County,4617283,Private room w/full bed,16882189,Cindy,San Jose,37.26773,-121.85002,Private room,41.0,2,60,2024-09-30,0.5,3,239,5,,False,Low,8.456579826199894,2,Intermediate,0.6721311475409836
Santa Clara County,4637694,*Cozy Home & Office Extended Stay (31 day min),10063338,Douglas Carl,Cupertino,37.3203,-122.00446,Entire home/apt,106.0,31,188,2025-03-01,1.5,2,91,4,,False,Low,10.658864544150438,2,Intermediate,0.5608465608465608
Santa Clara County,4645802,"Single family home near Stanford, G@@gle, F@ceb@@k",24052290,Rashmi,Palo Alto,37.44688,-122.13046,Entire home/apt,489.0,2,124,2023-09-04,1.0,1,72,0,,False,High,24.75780923082087,2,Newbie,3.912
Santa Clara County,4745868,"Fabulous 2BR,1BA home near Stanford",24494732,Soledad Santos,Palo Alto,37.42806,-122.1279,Private room,167.0,1,9,2024-10-28,0.07,1,362,3,,False,Mid,23.606924521218072,2,Newbie,16.7
Santa Clara County,4836430,Private master room with private bath and smart TV,23917968,Jane,Palo Alto,37.42917,-122.13439,Private room,129.0,2,104,2025-01-17,0.98,1,51,18,,False,Mid,24.180141147138855,2,Newbie,1.2285714285714286
Santa Clara County,4881147,HUGE  7B/4b House+  Office/Baby Room,280997145,Maria,Palo Alto,37.43013,-122.11132,Entire home/apt,540.0,2,259,2025-02-23,2.08,4,134,14,,False,High,22.388171164810146,2,Experienced,2.076923076923077
Santa Clara County,4887943,Spanish Charmer.  Japan-convention!,8037156,Donna,San Jose,37.34481,-121.89751,Entire home/apt,298.0,3,19,2023-06-28,0.16,1,85,0,,False,High,1.2348689063201739,2,Newbie,14.9
Santa Clara County,4999136,"Cozy room, work desk w/ 27” monitor near Los Gatos",3414129,Bei,San Jose,37.2497,-121.94919,Private room,54.0,1,91,2025-03-01,0.74,3,156,14,,False,Low,11.294565573203757,2,Intermediate,0.5869565217391305
Santa Clara County,5020651,Modern Bedroom in Silicon Valley,7552301,Elmer,Mountain View,37.40086,-122.09865,Private room,100.0,31,38,2024-08-16,0.31,2,365,1,,False,Low,20.054157063603654,2,Intermediate,2.5641025641025643
Santa Clara County,5093865,Private Room & Private bathoom,26319391,Simin,Campbell,37.27099,-121.96225,Private room,62.0,1,111,2020-01-18,0.9,1,0,0,,False,Low,10.0487735736494,2,Newbie,0.5535714285714286
Santa Clara County,5106391,Coroporate Housing*AC*Walk2Target*Central in SV,26386385,David Charles,Santa Clara,37.35218,-121.96522,Entire home/apt,198.0,28,36,2025-03-01,0.3,2,321,5,,False,Mid,7.162976198857741,2,Intermediate,5.351351351351352
Santa Clara County,5335433,"Private Suite in Quaint Victorian Santa Clara, CA",27649663,Debra,Santa Clara,37.3431,-121.95197,Private room,120.0,1,36,2024-06-17,0.29,1,364,2,,False,Mid,5.844571850328671,2,Newbie,3.2432432432432434
Santa Clara County,5395511,The Groove Pad,4027695,Kirsten,Palo Alto,37.42039,-122.13255,Entire home/apt,100.0,2,40,2025-01-29,0.36,1,39,3,,False,Low,23.640503553224466,2,Newbie,2.4390243902439024
Santa Clara County,5397131,Tranquil Retreat in Palo Alto,25825149,Kay,Palo Alto,37.40861,-122.13024,Entire home/apt,379.0,3,34,2025-02-24,0.29,1,256,2,,False,High,22.9765436757608,2,Newbie,10.82857142857143
Santa Clara County,5423728,Modern home close to airport & downtown,28133049,Erich,San Jose,37.34448,-121.89993,Entire home/apt,195.0,5,67,2025-03-01,2.36,1,57,15,,False,Mid,1.394461816799842,2,Newbie,2.8676470588235294
Santa Clara County,5447833,"Santana Row Condo #2 Super Host, Silicon Valley SJ",9385435,Justin,San Jose,37.32265,-121.9483,Entire home/apt,168.0,28,52,2025-03-01,0.43,2,276,2,,False,Mid,5.759398644874019,2,Intermediate,3.169811320754717
Santa Clara County,5648497,1B1B Palo Alto studio next to Stanford（斯坦福附近）,29272650,Larry Chenyu,Palo Alto,37.42406,-122.14902,Entire home/apt,540.0,7,196,2025-02-22,1.61,3,153,14,,False,High,25.143582871895706,2,Intermediate,2.7411167512690353
Santa Clara County,5651327,Cozy Spacious Bedroom w/ walk-in closet,5078545,Pei Chun,San Jose,37.27841,-121.92964,Private room,56.0,2,17,2025-02-07,0.9,2,236,10,,False,Low,7.6677569396775995,2,Intermediate,3.111111111111111
Santa Clara County,5679666,Palo Alto- walk to town -Charming 4 bedroom home,97688,Felicia,Palo Alto,37.44193,-122.14528,Entire home/apt,451.0,7,28,2024-07-22,0.24,1,87,1,,False,High,25.661302577048342,2,Newbie,15.551724137931034
Santa Clara County,5716662,Panoramic Views- Lovely Close but Secluded Estate,1131224,John,Los Gatos,37.21991,-121.95739,Entire home/apt,540.0,5,33,2025-02-23,0.35,1,0,5,,False,High,14.563555768992517,2,Newbie,15.882352941176471
Santa Clara County,5750853,Beautiful Garden Green Room,29010291,Qinghong,Sunnyvale,37.39106,-122.01834,Private room,40.0,30,31,2025-02-15,0.26,3,185,4,,False,Low,13.08553246383548,2,Intermediate,1.25
Santa Clara County,5761415,Cozy | Vegan Sculpture Garden of Silicon Valley,29889834,Va,Sunnyvale,37.35553,-122.05228,Private room,83.0,1,313,2024-10-31,2.73,4,352,12,2022-7374,False,Low,14.832008549809583,2,Experienced,0.2643312101910828
Santa Clara County,5784888,The Garden Studio | in the Heart of Willow Glen,14175116,Laura,San Jose,37.29579926,-121.91000366,Entire home/apt,75.0,30,128,2025-03-04,1.07,15,217,9,,False,Low,5.153551568332928,2,Superhost,0.5813953488372093
Santa Clara County,5825094,Willow Glen Garden Cottage | 1bed / 1bath,14175116,Laura,San Jose,37.29579926,-121.91000366,Entire home/apt,162.0,30,58,2024-12-22,0.49,15,362,4,,False,Mid,5.153551568332928,2,Superhost,2.7457627118644066
Santa Clara County,5825468,The Garden Loft | Newly Remodeled | Willow Glen,14175116,Laura,San Jose,37.29579926,-121.91000366,Entire home/apt,132.0,30,67,2025-02-18,0.56,15,361,9,,False,Mid,5.153551568332928,2,Superhost,1.9411764705882353
Santa Clara County,5840694,Cupertino Area Suite w 2 Bedrooms Sleeps 4,30250949,Chris And Joan,San Jose,37.30569441856757,-122.02653529259162,Private room,123.0,2,20,2024-09-21,0.17,6,158,2,,False,Mid,12.942696911356293,2,Experienced,5.857142857142857
Santa Clara County,5850948,The Blackbird Bus,18427056,Pat,Palo Alto,37.43109,-122.15208,Shared room,300.0,7,7,2015-06-06,0.06,1,293,0,,False,High,25.696530938604255,2,Newbie,37.5
Santa Clara County,5970242,Terrific downtown Palo Alto location near Stanford,4382857,Farnaz & Mehdi,Palo Alto,37.44644,-122.15566,Entire home/apt,271.0,3,119,2024-12-12,0.99,10,96,9,,False,High,26.70675114272461,2,Experienced,2.2583333333333333
Santa Clara County,5992960,Fantastic 3 bed/1.5 bath townhouse!,104451,Pali,Mountain View,37.40368,-122.06294,Entire home/apt,175.0,170,7,2018-08-11,0.06,1,364,0,,False,Mid,17.251673255614016,2,Newbie,21.875
Santa Clara County,6032559,Roomy Downtown Basement Apartment,36529520,John,Palo Alto,37.44251,-122.15321,Entire home/apt,179.0,4,100,2025-02-14,0.83,1,67,12,,False,Mid,26.318963110968063,2,Newbie,1.7722772277227723
Santa Clara County,6037016,Charming room with private bath near Stanford,23753275,Michael,Palo Alto,37.43216,-122.14558,Private room,84.0,3,170,2025-03-13,1.41,4,208,20,,False,Low,25.219026264855522,2,Experienced,0.49122807017543857
Santa Clara County,6074575,Charming Hidden Cottage,31531052,Jessica,Los Gatos,37.26203,-121.97411,Entire home/apt,104.0,1,772,2025-03-15,6.98,1,278,93,,False,Low,11.492344166036178,2,Newbie,0.13454075032341525
Santa Clara County,6090868,Adorable room (tiny garden house) near Stanford,23753275,Michael,Palo Alto,37.43216,-122.14558,Private room,76.0,3,180,2025-03-16,1.5,4,183,23,,False,Low,25.219026264855522,2,Experienced,0.4198895027624309
Santa Clara County,6092949,Classic cottage,17652151,Cathie,Palo Alto,37.45529,-122.15347,Entire home/apt,259.0,2,217,2025-02-24,1.84,1,109,21,,False,High,26.991382224863976,2,Newbie,1.188073394495413
Santa Clara County,6122333,"Spacious home by 49ers stadium+shops, work remote",31767229,Sara,Santa Clara,37.40103,-121.95236,Entire home/apt,127.0,2,22,2025-01-25,1.43,1,0,16,,False,Mid,9.10303968251732,2,Newbie,5.521739130434782
