region,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,is_price_outlier,price_bin,distance_to_region_center,region_encoded,host_experience_level,price_per_review
Santa Clara County,4952,Butterfly Inn near Stanford with weekly cleaning,7054,Mei Lin,Palo Alto,37.43932,-122.15741,Private room,72.0,3,96,2024-11-23,0.5,5,206,8,,False,Low,26.502082483876546,2,Experienced,0.7422680412371134
Santa Clara County,11464,Deluxe Studio near Kaiser SC:Traveler/Tesla intern,42458,Emey,Santa Clara,37.34415,-121.98701,Entire home/apt,101.0,3,25,2025-01-14,0.19,14,157,2,,False,Low,8.948552309240947,2,Superhost,3.8846153846153846
Santa Clara County,21026,Chi Home,79924,Khanh,San Jose,37.3176,-121.91577,Entire home/apt,450.0,2,14,2015-05-14,0.09,12,361,0,,False,High,3.4711469735505163,2,Superhost,30.0
Santa Clara County,21028,"Zen home, Gated",79924,Khanh,San Jose,37.31534,-121.91598,Entire home/apt,350.0,2,8,2016-01-07,0.05,12,365,0,,False,High,3.6546472288606924,2,Superhost,38.888888888888886
Santa Clara County,21373,Bonsai Garden near Stanford with weekly cleaning,7054,Mei Lin,Palo Alto,37.43972,-122.15532,Private room,80.0,5,285,2025-02-27,1.58,5,306,17,,False,Low,26.35342322077675,2,Experienced,0.27972027972027974
Santa Clara County,62799,"Zen Bedroom in Palo Alto, includes weekly cleaning",7054,Mei Lin,Palo Alto,37.43934,-122.15723,Private room,88.0,14,167,2025-03-08,1.27,5,38,9,,False,Low,26.48858067886429,2,Experienced,0.5238095238095238
Santa Clara County,75284,Garden Oasis walk to Stanford with weekly cleaning,7054,Mei Lin,Palo Alto,37.43923,-122.15745,Private room,85.0,5,227,2025-02-01,1.34,5,254,11,,False,Low,26.501076653994886,2,Experienced,0.37280701754385964
Santa Clara County,106365,Luxurious Private Quiet Home NearMain St Cupertino,551319,Judith,Cupertino,37.32194,-122.00511,Entire home/apt,189.0,30,188,2024-12-01,1.14,1,313,1,Exempt,False,Mid,10.683107582286985,2,Newbie,1.0
Santa Clara County,118903,"Entire Guest Suite, Entrance@ House of Chauncey",600040,Rey,Sunnyvale,37.38466,-122.03628,Entire home/apt,111.0,5,159,2025-03-16,0.95,1,61,15,2021-7703,False,Mid,14.251991748156305,2,Newbie,0.69375
Santa Clara County,134606,"Private Room, Cozy Home Downtown SJ",660433,Veronica,San Jose,37.34602,-121.88821,Private room,70.0,1,186,2023-05-12,1.12,1,168,0,,False,Low,0.884243828094154,2,Newbie,0.37433155080213903
Santa Clara County,172259,"Studio with a private bath, wet bar and small frig",821982,Grace,Palo Alto,37.40312,-122.12661,Private room,95.0,2,17,2024-01-01,0.25,7,289,0,,False,Low,22.472475055229275,2,Experienced,5.277777777777778
Santa Clara County,241788,Santana Row MOD Condo1 LOFTstyle on the QUIET side,1269205,Ginger & Ray,San Jose,37.3205,-121.94844,Entire home/apt,180.0,28,159,2025-01-31,0.98,3,259,7,,False,Mid,5.847100375051669,2,Intermediate,1.125
Santa Clara County,263527,"Spacious house with 5 bedrooms, 3 bathrooms",79924,Khanh,San Jose,37.27708,-121.82955,Entire home/apt,540.0,2,13,2018-08-12,0.08,12,364,0,,False,High,8.44535873598642,2,Superhost,38.57142857142857
Santa Clara County,307827,Lovely Private Garden Cottage,1169996,Marlene,Palo Alto,37.42938,-122.13718,Entire home/apt,193.0,2,148,2024-10-23,0.93,1,319,4,,False,Mid,24.414501194438895,2,Newbie,1.2953020134228188
Santa Clara County,315339,Saratoga Silicon Valley  Victorian,1587385,Paul,Saratoga,37.2527,-122.03865,Entire home/apt,325.0,30,13,2023-10-25,0.08,2,171,0,,False,High,16.50805160042924,2,Intermediate,23.214285714285715
Santa Clara County,338075,COZY ROOM IN FAMILY HOME,1717096,Deb,Mountain View,37.37049,-122.09542,Private room,66.0,30,50,2024-08-17,0.31,1,199,1,,False,Low,18.870789601492618,2,Newbie,1.2941176470588236
Santa Clara County,373628,Exceptionally private in Saratoga’s Upscale area.,1879455,Joseph,Saratoga,37.24516,-122.01955,Private room,85.0,90,77,2024-10-31,0.49,5,365,3,,False,Low,15.691585860635705,2,Experienced,1.0897435897435896
Santa Clara County,373730,Spacious Sunny Room in Sweet Home,1880028,Erin,Palo Alto,37.41783,-122.13384,Private room,97.0,2,47,2024-04-30,0.3,1,291,1,,False,Low,23.638606397201876,2,Newbie,2.0208333333333335
Santa Clara County,480365,A RARE CLASSIC IN DOWNTOWN SAN JOSE,2270348,Khang,San Jose,37.32255,-121.88473,Entire home/apt,315.0,3,15,2025-02-02,0.1,8,358,2,,False,High,1.7424615019221288,2,Experienced,19.6875
Santa Clara County,497579,SanJose-Interns/Transplants -Short term room (CBR),1835387,Mark,San Jose,37.27641,-121.91401,Private room,45.0,14,30,2024-10-21,0.19,4,268,2,,False,Low,7.284381454639006,2,Experienced,1.4516129032258065
Santa Clara County,527119,Spacious and bright master suite in Los Altos.,1596798,Ping Ping,Los Altos,37.3775,-122.10433,Private room,139.0,3,83,2023-06-19,0.54,1,348,0,,False,Mid,19.802212287229942,2,Newbie,1.6547619047619047
Santa Clara County,554085,Travelers/Interns Welcome-Short/Mid term (Atr),1835387,Mark,San Jose,37.27668380737305,-121.91433715820312,Private room,44.0,14,33,2024-06-30,0.23,4,230,2,,False,Low,7.265650087192343,2,Experienced,1.2941176470588236
Santa Clara County,564669,Private Entry & Patio in Garden Room of Villa.,1879455,Joseph,Saratoga,37.2442,-122.02016,Private room,112.0,90,39,2025-02-21,0.25,5,359,4,,False,Mid,15.802543743334148,2,Experienced,2.8
Santa Clara County,583671,HackerHome - Santa Clara: bunk 1,43806,Vic,Santa Clara,37.35934,-121.9799,Shared room,30.0,30,45,2024-12-25,0.29,26,319,1,,False,Low,8.618772833191196,2,Superhost,0.6521739130434783
Santa Clara County,583680,HackerHome - Santa Clara: shared room,43806,Vic,Santa Clara,37.35653,-121.9833,Shared room,35.0,30,58,2024-08-26,0.38,26,365,2,,False,Low,8.832176433949632,2,Superhost,0.5932203389830508
Santa Clara County,661548,HackerHome - Santa Clara: shared room,43806,Vic,Santa Clara,37.35487,-121.97975,Shared room,50.0,30,18,2024-03-31,0.12,26,365,1,,False,Low,8.484412333547043,2,Superhost,2.6315789473684212
Santa Clara County,706286,Cozy 2BR Condo with parking washer & dryer,3272580,Peilin,Sunnyvale,37.35353,-122.01123,Entire home/apt,120.0,60,16,2024-12-15,0.17,1,213,3,,False,Mid,11.199643857386649,2,Newbie,7.0588235294117645
Santa Clara County,725538,Apartment in downtown SJ,3752861,Loan,San Jose,37.34776,-121.87345,Entire home/apt,107.0,1,308,2025-02-19,2.04,2,65,44,,False,Low,1.5563557422221324,2,Intermediate,0.34627831715210355
Santa Clara County,727926,Private Room with bath in Palo Alto,3773919,Monmi & Bhaskar,Palo Alto,37.41686,-122.11568,Private room,94.0,2,114,2024-07-31,0.75,1,275,1,,False,Low,22.112390808233,2,Newbie,0.8173913043478261
Santa Clara County,743215,Little Paradise sauna garden near downtown,73185,Helen,Saratoga,37.261675,-122.032504,Entire home/apt,230.0,2,150,2024-08-25,1.02,1,240,4,,False,High,15.497064161585188,2,Newbie,1.5231788079470199
Santa Clara County,743286,Mozart  Luxurious Master Room,3736812,Celeste,San Jose,37.27113,-121.8097,Private room,58.0,30,42,2024-07-07,0.28,3,245,2,,False,Low,10.075989564814055,2,Intermediate,1.3488372093023255
Santa Clara County,765427,Downtown Mtn View Private Home with Hot Tub,3967231,Anne And Mike,Mountain View,37.39212,-122.07555,Entire home/apt,522.0,2,24,2016-05-19,0.16,7,365,0,,False,High,17.800618105618497,2,Experienced,20.88
Santa Clara County,786226,Charming 1BR 5min. to Gbus,42458,Emey,Mountain View,37.3829,-122.08405,Entire home/apt,125.0,30,13,2024-05-27,0.09,14,214,2,,False,Mid,18.207489674586412,2,Superhost,8.928571428571429
Santa Clara County,791279,Palo Alto Cottage,4168867,Sruthi,Palo Alto,37.43318,-122.15295,Entire home/apt,200.0,2,284,2025-03-02,1.94,2,363,12,,False,Mid,25.860506131522964,2,Intermediate,0.7017543859649122
Santa Clara County,810306,"Silicon Valley - Private,Quiet:)",4261198,Rob,San Jose,37.32691,-121.9445,Private room,100.0,2,42,2020-08-29,0.28,1,347,0,,False,Low,5.307847543294151,2,Newbie,2.3255813953488373
Santa Clara County,823706,"In a Villa, Luxurious & Secluded ~ Upscale Area.",1879455,Joseph,Saratoga,37.24559,-122.01816,Private room,99.0,90,23,2025-01-27,0.17,5,365,5,,False,Low,15.567417273419142,2,Experienced,4.125
Santa Clara County,877625,ForTesla interns/El Camino & Stanford travelers,42458,Emey,Mountain View,37.37566,-122.06293,Entire home/apt,145.0,7,16,2022-10-24,0.11,14,175,0,,False,Mid,16.19119938987976,2,Superhost,8.529411764705882
Santa Clara County,881146,Modern Downtown Los Gatos Apartment,869903,Danielle,Los Gatos,37.21942,-121.97561,Entire home/apt,161.0,30,16,2018-11-08,0.11,1,165,0,,False,Mid,15.379010551911405,2,Newbie,9.470588235294118
Santa Clara County,890914,HackerHome - Santa Clara: bunk 1a,43806,Vic,Sunnyvale,37.38683,-122.02494,Shared room,35.0,30,21,2022-04-20,0.14,26,365,0,,False,Low,13.41531584577781,2,Superhost,1.5909090909090908
Santa Clara County,913205,Best for International visitor,2350552,Shoukri,Morgan Hill,37.1355,-121.66665,Private room,68.0,3,1,2014-03-14,0.01,1,365,0,,False,Low,29.76500437161299,2,Newbie,34.0
Santa Clara County,922716,2nd Floor Private Bedroom I,4961460,Peter,Palo Alto,37.4061,-122.12403,Private room,76.0,3,69,2020-01-29,0.52,3,137,0,,False,Low,22.36499805796949,2,Intermediate,1.0857142857142856
Santa Clara County,931680,HackerHome - Downtown Sunnyvale: shared room,43806,Vic,Sunnyvale,37.37821,-122.03372,Shared room,35.0,30,19,2024-08-11,0.13,26,340,1,,False,Low,13.794527589742192,2,Superhost,1.75
Santa Clara County,937489,HackerHome - Downtown Sunnyvale: double room,43806,Vic,Sunnyvale,37.37978,-122.03585,Shared room,50.0,30,23,2022-08-28,0.16,26,365,0,,False,Low,14.029532212892203,2,Superhost,2.0833333333333335
Santa Clara County,952133,Handel Queen Bedroom in Happy Home!,3736812,Celeste,San Jose,37.27311,-121.80978,Private room,49.0,31,30,2023-08-16,0.21,3,315,0,,False,Low,9.909840829335394,2,Intermediate,1.5806451612903225
Santa Clara County,953875,Private room in beautiful Mountain View home!,1028853,Ethan,Mountain View,37.39762,-122.0605,Private room,56.0,60,8,2015-01-18,0.06,4,254,0,,False,Low,16.78093327397602,2,Experienced,6.222222222222222
Santa Clara County,969522,Palo Alto/Stanford Garden Hideaway,771434,Cecile,Palo Alto,37.4234,-122.13892,Entire home/apt,220.0,4,31,2024-07-12,0.22,1,253,1,,False,High,24.28964622827691,2,Newbie,6.875
Santa Clara County,976347,Downtown Private Home with Backyard,3967231,Anne And Mike,Mountain View,37.39079,-122.07542,Entire home/apt,198.0,1,98,2025-03-06,0.67,7,355,13,,False,Mid,17.740802763601184,2,Experienced,2.0
Santa Clara County,995505,Bach Comfy Room in a Happy Home,3736812,Celeste,San Jose,37.27123,-121.81039,Private room,52.0,30,51,2025-02-02,0.35,3,4,4,,False,Low,10.026629977102251,2,Intermediate,1.0
Santa Clara County,1001567,Santana Row MOD 2 bedrooms LOFT on the QUIET side,1269205,Ginger & Ray,San Jose,37.32024,-121.94866,Entire home/apt,209.0,31,75,2021-12-03,0.52,3,159,0,,False,Mid,5.875204500913897,2,Intermediate,2.75
Santa Clara County,1006392,Large furnished 1BR Near Apple/280,42458,Emey,Santa Clara,37.34366,-121.986,Entire home/apt,115.0,7,12,2024-12-18,0.09,14,83,1,,False,Mid,8.85544143467603,2,Superhost,8.846153846153847
Santa Clara County,1013938,WFH from Penthouse with View and location!,5522692,Elaine,Cupertino,37.32386,-122.0301,Entire home/apt,206.0,30,72,2025-01-31,0.5,1,303,8,,False,Mid,12.843165048765647,2,Newbie,2.8219178082191783
Santa Clara County,1019524,"Cozy Cottage, Private Entrance",5612983,Tom,Palo Alto,37.39109,-122.12741,Entire home/apt,135.0,3,216,2025-02-16,1.48,2,79,9,,False,Mid,22.150611138850515,2,Intermediate,0.6221198156682027
Santa Clara County,1024086,Cozy Redwood Studio in Foothills,5637736,Don & Christine,Unincorporated Areas,37.19351,-122.02039,Entire home/apt,83.0,21,230,2020-03-04,1.6,1,88,0,,False,Low,19.98314970206005,2,Newbie,0.3593073593073593
Santa Clara County,1108171,2 BR/ 2 levels TH in Silicon Valley,4756619,Christine,Milpitas,37.42513,-121.91158,Entire home/apt,99.0,31,116,2024-11-09,0.83,1,211,2,,False,Low,9.904287386113534,2,Newbie,0.8461538461538461
Santa Clara County,1115287,Walk to Downtown Palo Alto,703440,Bob,Palo Alto,37.45699,-122.15199,Entire home/apt,525.0,2,242,2024-06-18,1.7,1,4,4,,False,High,26.968097204223312,2,Newbie,2.1604938271604937
Santa Clara County,1122250,HackerHome - San Jose Dwtn: priv rm,43806,Vic,San Jose,37.3311,-121.87306,Private room,39.0,30,16,2017-08-20,0.11,26,365,0,,False,Low,1.4133732824961196,2,Superhost,2.2941176470588234
Santa Clara County,1122273,HackerHome - Downtown Sunnyvale: shared room,43806,Vic,Sunnyvale,37.37844,-122.03396,Shared room,35.0,30,19,2019-11-01,0.13,26,346,0,,False,Low,13.82286701738134,2,Superhost,1.75
Santa Clara County,1133453,Charming Saratoga Guest House in 1.5 acre Garden,1879455,Joseph,Saratoga,37.24375,-122.01866,Entire home/apt,220.0,90,55,2025-02-22,0.46,5,359,3,,False,High,15.736136136790972,2,Experienced,3.9285714285714284
Santa Clara County,1216215,"Comfy, Cozy & Affordable 3-San Jose",2538509,Barbara,San Jose,37.40062,-121.82758,Private room,35.0,4,74,2024-12-21,0.52,2,229,3,,False,Low,8.66294929081768,2,Intermediate,0.4666666666666667
Santa Clara County,1262859,"Bright, modern house",1366397,Sarit,Unincorporated Areas,37.4135988509592,-122.16242514814635,Entire home/apt,482.0,13,1,2024-08-05,0.13,1,55,1,,False,High,25.848825576393985,2,Newbie,241.0
Santa Clara County,1292308,Santana Row LOFT STYLE Condo Facing the ROW w VIEW,1269205,Ginger & Ray,San Jose,37.32329,-121.94681,Entire home/apt,183.0,28,114,2024-04-25,0.86,3,281,2,,False,Mid,5.61218034852912,2,Intermediate,1.5913043478260869
Santa Clara County,1309927,Palo Alto Country House,5612983,Tom,Palo Alto,37.38978,-122.12747,Entire home/apt,424.0,4,39,2025-01-02,0.28,2,265,5,,False,High,22.117840133215413,2,Intermediate,10.6
Santa Clara County,1353178,HackerHome - San Jose Dwtn: bunk 3,43806,Vic,San Jose,37.33120557631744,-121.87296532864876,Shared room,29.0,30,30,2023-09-19,0.21,26,365,0,,False,Low,1.4138782261113185,2,Superhost,0.9354838709677419
Santa Clara County,1364787,Iris House Cozy room in dwntn Palo Alto & Stanford,7406543,Carina,Palo Alto,37.44973,-122.15081,Private room,86.0,4,224,2025-01-13,1.58,5,299,11,,False,Low,26.49205775412649,2,Experienced,0.38222222222222224
Santa Clara County,1388553,"Private studio, walk to Willow Glen dining",7187856,Rebecca,San Jose,37.30033,-121.90128,Entire home/apt,125.0,1,294,2025-01-05,2.09,2,75,22,,False,Mid,4.407702522760323,2,Intermediate,0.423728813559322
Santa Clara County,1463030,** 2BR Remodel w/ New Furniture ***,5196269,JT On Behalf Of,Palo Alto,37.42228,-122.12956,Entire home/apt,279.0,1,50,2020-02-20,0.37,4,87,0,,False,High,23.47874657486379,2,Experienced,5.470588235294118
Santa Clara County,1479769,Charming Palo Alto Carriage House,7917994,Palo Alto,Palo Alto,37.43764,-122.15104,Entire home/apt,152.0,7,158,2025-03-02,1.13,1,32,17,,False,Mid,25.912427716268983,2,Newbie,0.9559748427672956
Santa Clara County,1691675,"2BD Palo Alto home, great location",8936651,David,Palo Alto,37.43802,-122.15397,Entire home/apt,319.0,1,91,2024-08-22,0.65,1,104,6,,False,High,26.165198355718832,2,Newbie,3.467391304347826
Santa Clara County,1714156,Best Willow Glen Location*Walk to Restaurants/Bars,9040545,John,San Jose,37.30534,-121.89822,Entire home/apt,324.0,3,164,2025-01-27,1.23,1,147,11,,False,High,3.7968818634070525,2,Newbie,1.9636363636363636
Santa Clara County,1717995,Large Gorgeous Corporate House In Prime Location,9057618,Jessica,San Jose,37.3736,-121.8822,Entire home/apt,400.0,21,17,2024-12-23,0.15,3,353,2,,False,High,3.945600956050348,2,Intermediate,22.22222222222222
Santa Clara County,1743193,Nice Top Floor 2 Master Suites Executive Townhouse,9057618,Jessica,San Jose,37.4042,-121.9203,Entire home/apt,210.0,1,17,2024-08-10,0.13,3,45,1,,False,Mid,7.919927908059696,2,Intermediate,11.666666666666666
Santa Clara County,1815359,"3BR TH Near Kaiser SC, Caltrain & Costco Sunnyvale",42458,Emey,Sunnyvale,37.35734,-122.00241,Entire home/apt,170.0,31,13,2024-08-23,0.1,14,221,1,,False,Mid,10.504901230121208,2,Superhost,12.142857142857142
Santa Clara County,1870059,La Casita. An Oasis in downtown San Jose,9692536,Jose M,San Jose,37.3308,-121.87893,Entire home/apt,190.0,28,185,2023-09-16,1.34,1,306,0,,False,Mid,1.0493249247314507,2,Newbie,1.021505376344086
Santa Clara County,1879601,Los Gatos Furnished Corporate/Easy to move into,9761785,Pearne Properties,Unincorporated Areas,37.23821,-121.99818,Entire home/apt,144.0,30,1,2021-09-22,0.02,2,365,0,,False,Mid,14.88530097486198,2,Intermediate,72.0
Santa Clara County,1926272,"Best of the Row, 2000sf Terrace Villa —Happy Home",9979068,Chip & Jennifer,San Jose,37.32278,-121.9473,Entire home/apt,452.0,1,51,2022-08-03,0.54,1,0,0,,False,High,5.670532679895437,2,Newbie,8.692307692307692
Santa Clara County,1950761,"30% Discount/month: Unlimited Food, Clean, & Quiet",10088145,Drew,San Jose,37.29905,-121.97117,Shared room,43.0,28,57,2024-11-30,0.42,15,223,4,,False,Low,8.68742418613277,2,Superhost,0.7413793103448276
Santa Clara County,1959776,"545 #3 1bdrm/1bth,dwntwn,hardwd,A/C",9473789,Kathy,Palo Alto,37.44836,-122.15565,Entire home/apt,139.0,4,55,2024-04-26,0.46,35,365,2,,False,Mid,26.80221970021768,2,Superhost,2.482142857142857
Santa Clara County,1985054,The Lavender House,3579695,Toni,Unincorporated Areas,37.1511,-121.9881,Entire home/apt,108.0,1,389,2025-02-21,2.83,2,356,47,,False,Low,22.644153403506266,2,Intermediate,0.27692307692307694
Santa Clara County,2045313,Amazing Views from 1.5 acre Los Altos Hills estate,2416808,Inna,Los Altos Hills,37.3548,-122.12281,Entire home/apt,189.0,14,10,2024-03-30,0.08,1,98,1,,False,Mid,21.037059020372084,2,Newbie,17.181818181818183
Santa Clara County,2096985,Old Downtown Palo Alto to Stanford Campus,10696511,Noel,Palo Alto,37.42674,-122.14291,Private room,190.0,10,90,2025-03-09,0.68,1,173,3,,False,Mid,24.759832142951492,2,Newbie,2.087912087912088
Santa Clara County,2102840,Serene luxury in premier North San Jose location,6869724,Sheila,San Jose,37.3996,-121.92298,Entire home/apt,167.0,10,58,2024-11-02,0.43,1,225,4,,False,Mid,7.549401244965868,2,Newbie,2.830508474576271
Santa Clara County,2111028,"Craftsman, Palo Alto 4-5 bedrooms, 3.5  baths",1156757,Dean,Palo Alto,37.44233159848534,-122.15557122843114,Entire home/apt,540.0,180,23,2024-07-21,0.17,1,41,4,,False,High,26.498289011936084,2,Newbie,22.5
Santa Clara County,2150859,HackerHome - Downtown Mountain View: Castro Street,43806,Vic,Mountain View,37.3948,-122.08061,Shared room,33.0,30,21,2024-10-16,0.15,26,327,2,,False,Low,18.3229289518773,2,Superhost,1.5
Santa Clara County,2155694,Long-term Stay: Clean + Professional + Food Plan,10088145,Drew,San Jose,37.29905,-121.97117,Shared room,34.0,21,41,2025-02-06,0.31,15,355,3,,False,Low,8.68742418613277,2,Superhost,0.8095238095238095
Santa Clara County,2155740,Long-term Stay: Professionally Cleaned + Food Plan,10088145,Drew,San Jose,37.29905,-121.97117,Shared room,33.0,9,38,2024-07-15,0.28,15,322,1,,False,Low,8.68742418613277,2,Superhost,0.8461538461538461
Santa Clara County,2156691,HackerHome - San Jose: private room,43806,Vic,San Jose,37.32983,-121.87488,Private room,40.0,30,33,2023-12-25,0.24,26,298,0,,False,Low,1.3737413388993742,2,Superhost,1.1764705882352942
Santa Clara County,2170740,Gr8View-LrgDeck-BBQ-Spa-PoolTable-2xOven-Sleeps12,10898309,Justin,San Jose,37.36723675089996,-121.79499376918945,Entire home/apt,369.0,5,247,2025-01-04,1.85,1,319,14,,False,High,8.70788845495383,2,Newbie,1.4879032258064515
Santa Clara County,2172362,HackerHome - Mountain View private room,43806,Vic,Mountain View,37.39692,-122.0808,Private room,65.0,30,31,2024-06-10,0.23,26,365,1,,False,Low,18.42043542606179,2,Superhost,2.03125
Santa Clara County,2183797,"Lemon Tree Cottage, central silicon valley",11136930,Owen,San Jose,37.29784,-121.9767,Entire home/apt,151.0,3,210,2025-02-27,1.57,1,124,24,,False,Mid,9.18000972977581,2,Newbie,0.7156398104265402
Santa Clara County,2199542,Cozy & private 1br cottage in Silicon Valley,7323786,Sheri,Sunnyvale,37.36928320683377,-122.03330777585506,Entire home/apt,194.0,1,46,2025-02-22,1.55,1,125,18,2022-7519,False,Mid,13.473654090335394,2,Newbie,4.127659574468085
Santa Clara County,2217061,Work from Home: Clean + Quiet + Food Provided,10088145,Drew,San Jose,37.29905,-121.97117,Shared room,36.0,4,28,2025-01-29,0.21,15,340,2,,False,Low,8.68742418613277,2,Superhost,1.2413793103448276
Santa Clara County,2235281,Light Victorian Home Downtown Campbell King Bed,11404715,Cynthia,Campbell,37.28914,-121.94372,Entire home/apt,213.0,2,246,2025-02-25,2.04,2,37,38,,False,High,7.453475087471621,2,Intermediate,0.8623481781376519
Santa Clara County,2268571,"FREE Food, Clean, & Quiet: Engineers & Interns",10088145,Drew,San Jose,37.29905,-121.97117,Shared room,44.0,60,39,2024-08-07,0.3,15,340,1,,False,Low,8.68742418613277,2,Superhost,1.1
Santa Clara County,2268664,"Female-Only Room: Clean, Quiet, & Food Provided",10088145,Drew,San Jose,37.29905,-121.97117,Shared room,32.0,25,47,2025-03-06,0.35,15,365,2,,False,Low,8.68742418613277,2,Superhost,0.6666666666666666
Santa Clara County,2268672,"Entrepreneurs & Engineers: Clean, Quiet, Food Plan",10088145,Drew,San Jose,37.29905,-121.97117,Shared room,34.0,6,44,2025-01-04,0.33,15,342,3,,False,Low,8.68742418613277,2,Superhost,0.7555555555555555
Santa Clara County,2305412,Luxury Condo DwnTwn SJ SAP/Caltrain,8561776,Natalie,San Jose,37.32249,-121.90355,Entire home/apt,120.0,30,39,2024-08-16,0.3,1,309,1,,False,Mid,2.318871790762082,2,Newbie,3.0
Santa Clara County,2328846,Nice Cupertino Area Condo- EZ access to everywhere,236098,Sharon,San Jose,37.29942,-122.03159,Entire home/apt,77.0,30,2,2024-01-02,0.02,1,45,0,,False,Low,13.578468251095138,2,Newbie,25.666666666666668
Santa Clara County,2386717,June - September internships: Clean + Quiet + Food,10088145,Drew,San Jose,37.29905,-121.97117,Shared room,28.0,13,56,2025-02-14,0.43,15,198,1,,False,Low,8.68742418613277,2,Superhost,0.49122807017543857
Santa Clara County,2396703,Cozy Cottage in Los Gatos,12244101,Peter,Los Gatos,37.25805,-121.97891,Entire home/apt,163.0,3,149,2025-02-09,1.16,1,228,14,,False,Mid,12.105709697825983,2,Newbie,1.0866666666666667
Santa Clara County,2448155,Private room in North San Jose !,8805229,Rhonda,San Jose,37.38458,-121.85615,Private room,67.0,2,5,2019-07-30,0.07,2,365,0,,False,Low,5.7991620309284695,2,Intermediate,11.166666666666666
Santa Clara County,2477141,5 Star Loft in Santana Row!,12669326,Jeff,San Jose,37.32192,-121.94663,Entire home/apt,244.0,3,75,2023-08-24,0.59,1,3,0,,False,High,5.643808317304833,2,Newbie,3.210526315789474
Santa Clara County,2496109,"Silicon Valley ""Farm House""",12776661,Kunal,San Jose,37.24772,-121.88601,Entire home/apt,117.0,2,151,2024-07-07,1.18,1,30,3,,False,Mid,10.041787526439194,2,Newbie,0.7697368421052632
Santa Clara County,2500968,Clean + Quiet + Food Provided: Engineers & Interns,10088145,Drew,San Jose,37.29905,-121.97117,Shared room,34.0,6,54,2024-12-15,0.42,15,352,2,,False,Low,8.68742418613277,2,Superhost,0.6181818181818182
Santa Clara County,2508656,Peaceful Room Los Gatos  Home,12802818,Kee,Los Gatos,37.24521,-121.96188,Private room,80.0,2,37,2024-08-18,0.28,2,364,1,,False,Low,12.305363217161428,2,Intermediate,2.1052631578947367
Santa Clara County,2515292,Home away from home in Santa Clara,12875700,Jay,Santa Clara,37.33029,-121.99394,Entire home/apt,255.0,2,173,2025-03-09,1.3,2,308,9,,False,High,9.579424383714978,2,Intermediate,1.4655172413793103
Santa Clara County,2560649,Remodeled Eichler Mid-Century House in Palo Alto,13110213,Alexandre David,Palo Alto,37.42708206176758,-122.10984802246094,Entire home/apt,540.0,4,10,2019-09-01,0.08,1,353,0,,False,High,22.119652345701603,2,Newbie,49.09090909090909
Santa Clara County,2632537,Iris House: Garden room - dwntn Palo Alto/Stanford,7406543,Carina,Palo Alto,37.44346,-122.14858,Private room,125.0,30,122,2024-08-25,0.92,5,174,1,,False,Mid,25.998452783641913,2,Experienced,1.016260162601626
Santa Clara County,2672540,1Ladybug Studio in Mountain View,6576366,Estell,Mountain View,37.39608,-122.08848,Entire home/apt,80.0,30,499,2025-02-01,3.76,6,263,9,,False,Low,19.0266768310326,2,Experienced,0.16
Santa Clara County,2809199,Luxury 3 bd Business/Vacation in Rivermark,14368599,Shaw & Vicki,Santa Clara,37.4,-121.95437,Entire home/apt,219.0,3,189,2024-09-21,1.45,2,298,15,,False,High,9.132358989023961,2,Intermediate,1.1526315789473685
Santa Clara County,2819517,HackerHome - Mountain View Caltrain,43806,Vic,Mountain View,37.39413,-122.08044,Shared room,35.0,30,29,2024-10-25,0.22,26,365,2,,False,Low,18.28347582262858,2,Superhost,1.1666666666666667
Santa Clara County,2819519,HackerHome - Mountain View: private room,43806,Vic,Mountain View,37.39433,-122.08262,Private room,65.0,30,25,2024-12-15,0.19,26,281,1,,False,Low,18.472684938654936,2,Superhost,2.5
Santa Clara County,2861174,Casablanca  Master Suite,14626687,Mircha,Palo Alto,37.4171,-122.12669,Private room,85.0,4,73,2025-03-07,0.69,1,251,4,,False,Low,23.02163366892279,2,Newbie,1.1486486486486487
Santa Clara County,2880487,**Premium Executive Condo. with Maid Svcs**,14337340,Murtz,Los Altos,37.37318,-122.10736,Entire home/apt,157.0,3,31,2022-08-01,0.24,1,14,0,,False,Mid,19.96595197581687,2,Newbie,4.90625
Santa Clara County,2894634,HackerHome - Mountain View: shared room,43806,Vic,Mountain View,37.39425,-122.08244,Shared room,33.0,30,24,2024-10-02,0.18,26,346,1,,False,Low,18.45468876998172,2,Superhost,1.32
Santa Clara County,3132652,** 2BR LUXURY Apt in Palo Alto **,5196269,JT On Behalf Of,Palo Alto,37.44314,-122.11924,Entire home/apt,289.0,21,1,2014-08-28,0.01,4,365,0,,False,High,23.688676528054145,2,Experienced,144.5
Santa Clara County,3153857,Private studio in downtown,4475827,Eugene,Mountain View,37.38885,-122.07696,Entire home/apt,115.0,3,285,2025-02-24,2.21,1,25,28,,False,Mid,17.800729430951836,2,Newbie,0.4020979020979021
Santa Clara County,3166169,"Private bathroom private room, 13 min to tesla",5446102,Kelly,San Jose,37.42878,-121.97111,Private room,54.0,10,11,2024-06-30,0.08,4,148,1,,False,Low,12.549024467293558,2,Experienced,4.5
